Product,Timestamp,Dealnumber
小米9,2019-08-15,11000.0
小米9,2019-08-15,3452.0
小米9,2019-08-16,1032.0
小米9,2019-08-16,11000.0
小米9,2019-08-16,3539.0
小米9,2019-08-17,1056.0
小米9,2019-08-17,11000.0
小米9,2019-08-17,3546.0
小米9,2019-08-18,1058.0
小米9,2019-08-18,11000.0
小米9,2019-08-18,3604.0
小米9,2019-08-19,1096.0
小米9,2019-08-19,12000.0
小米9,2019-08-19,3706.0
小米9,2019-08-20,1115.0
小米9,2019-08-20,12000.0
小米9,2019-08-20,3673.0
小米9,2019-08-21,1140.0
小米9,2019-08-21,12000.0
小米9,2019-08-21,3636.0
小米9,2019-08-22,1174.0
小米9,2019-08-22,12000.0
小米9,2019-08-22,3581.0
小米9,2019-08-23,1201.0
小米9,2019-08-23,12000.0
小米9,2019-08-23,3544.0
小米9,2019-08-24,1216.0
小米9,2019-08-24,13000.0
小米9,2019-08-24,3523.0
小米9,2019-08-26,1254.0
小米9,2019-08-26,13000.0
小米9,2019-08-26,3403.0
小米9,2019-08-27,1278.0
小米9,2019-08-27,13000.0
小米9,2019-08-27,3362.0
小米9,2019-08-28,1311.0
小米9,2019-08-28,13000.0
小米9,2019-08-28,3313.0
小米9,2019-08-29,1340.0
小米9,2019-08-29,13000.0
小米9,2019-08-29,3275.0
小米9,2019-08-30,1377.0
小米9,2019-08-30,14000.0
小米9,2019-08-30,3263.0
小米9,2019-09-03,1455.0
小米9,2019-09-03,14000.0
